交通银行@ABC@2022-01-10@ABC@每天都在织布真订厌
交通银行@ABC@2022-01-08@ABC@一路买入
交通银行@ABC@2022-01-09@ABC@发年终奖都来买交行了吗，我还没发就上去了
交通银行@ABC@2022-01-09@ABC@值得拥有
交通银行@ABC@2022-01-08@ABC@铁汉宣言：坚持交行，不抛货，不做T，不接受诱惑，做傻瓜式投资，好事自然来。
交通银行@ABC@2022-01-08@ABC@完蛋，4.74卖飞，美国银行股又大涨，下周还是银行股的天下
交通银行@ABC@2022-01-07@ABC@T飞了30万股
交通银行@ABC@2022-01-08@ABC@还好，还有100股
交通银行@ABC@2022-01-07@ABC@交通银行盘中最高4.75元，股价创近一年新高
交通银行@ABC@2022-01-08@ABC@难道上涨趋势来临？
交通银行@ABC@2022-01-08@ABC@交通银行我4.5的成本，现在这个价我都不敢加仓了。本打算每月买点儿的，上个月没子
交通银行@ABC@2022-01-07@ABC@卖飞15万股啊
交通银行@ABC@2022-01-07@ABC@为什么邮储波幅那么大？
交通银行@ABC@2022-01-07@ABC@5.13买的两年了
交通银行@ABC@2022-01-08@ABC@交通银行01月07日获沪股通增持2312万股
交通银行@ABC@2022-01-08@ABC@交通银行：融资净买入1259.41万元，融资余额24.26亿元（01-07）
交通银行@ABC@2022-01-07@ABC@可怜的娃。。4.36元买的，17万股。。现在都还没卖
交通银行@ABC@2021-12-29@ABC@交通银行：多年来现金分红率一直保持在30%及以上
交通银行@ABC@2022-01-05@ABC@交通银行重大消息发布:今年分红率提高到50%！
交通银行@ABC@2022-01-07@ABC@还涨不涨呀
交通银行@ABC@2022-01-07@ABC@坚定持交行！
交通银行@ABC@2022-01-07@ABC@周一直接跌5个点
交通银行@ABC@2021-11-01@ABC@估计今天是外资在大量买入
交通银行@ABC@2022-01-06@ABC@今天交通银行必然回调，而且幅度很大，立贴为证，欢迎打脸[摊手]
交通银行@ABC@2022-01-07@ABC@当散户基本没有持股时，股价多可以稳定上涨。
交通银行@ABC@2022-01-07@ABC@创出派息后的新高了。
交通银行@ABC@2022-01-07@ABC@我还在等解套，不玩了
交通银行@ABC@2022-01-07@ABC@持仓交行18.7781万。不加仓，不清仓，不做差价。料想涨不了7%，在4.6基础
交通银行@ABC@2022-01-07@ABC@醒醒醒醒快醒醒天亮了
交通银行@ABC@2022-01-07@ABC@2020年看着分红3块多，心动了，当时价格5.43.他们说上六不是梦，分红前一天
交通银行@ABC@2022-01-07@ABC@4.73跑了就算了
交通银行@ABC@2022-01-07@ABC@不会做丅，咋办
交通银行@ABC@2022-01-07@ABC@积蓄力量，下周继续进军……
交通银行@ABC@2022-01-07@ABC@没放量，还得观察。套牢盘重，也会不放量就涨。不像是套牢盘重的样子。
交通银行@ABC@2022-01-07@ABC@转发
交通银行@ABC@2022-01-07@ABC@价值投资终于开始回归，交行这价翻倍太轻松了
交通银行@ABC@2022-01-07@ABC@赶快跑！！！太阳从西边出来了！！！
交通银行@ABC@2022-01-07@ABC@要调整一段时间了
交通银行@ABC@2022-01-07@ABC@突破走势，后市看多
交通银行@ABC@2022-01-07@ABC@唱空的人出来走两步
交通银行@ABC@2022-01-07@ABC@终于解套了
交通银行@ABC@2022-01-07@ABC@一年了，终于挣钱了[哭]
交通银行@ABC@2022-01-07@ABC@散户一卖股票就动
交通银行@ABC@2022-01-07@ABC@后面找时间买回来，现在不能轻易卖了
交通银行@ABC@2022-01-07@ABC@4.7那一堆压制的筹码是谁的，老是压在那里，撤掉
交通银行@ABC@2022-01-07@ABC@我去，卖飞了。
交通银行@ABC@2022-01-07@ABC@一卖就涨
交通银行@ABC@2022-01-07@ABC@这是铁树开花！
交通银行@ABC@2022-01-07@ABC@上次射到4.71是为啥啊，第二天就泻回去了
交通银行@ABC@2022-01-01@ABC@交通银行12月31日获沪股通增持629.69万股
交通银行@ABC@2022-01-07@ABC@开盘成功卖飞15万股，
交通银行@ABC@2022-01-07@ABC@突破箱体！不鸣则已，一鸣惊人
交通银行@ABC@2022-01-07@ABC@憋不住了[大笑]
交通银行@ABC@2022-01-07@ABC@大哥，这节奏不太适应啊[大笑]
交通银行@ABC@2022-01-07@ABC@买银行收益稳定，辟邪
交通银行@ABC@2022-01-07@ABC@我凑，今天不会涨停吧？
交通银行@ABC@2022-01-07@ABC@我挂的涨停，不会真被收走吧？
交通银行@ABC@2022-01-07@ABC@涨这么多卖飞
交通银行@ABC@2022-01-07@ABC@走势挺漂亮的，可惜是大盘银行股
交通银行@ABC@2022-01-05@ABC@上涨趋势股票最好不要做T
交通银行@ABC@2022-01-07@ABC@虽然墨迹，量也不咋好看，但毕竟摸了十几个月来的新高，鼓励一下。
交通银行@ABC@2022-01-07@ABC@铁汉宣言：坚持交行，不抛货，不做T，为交行实现价值回归的共同目标而努力。
交通银行@ABC@2022-01-07@ABC@做T这下废了挣点蝇头小利
交通银行@ABC@2022-01-07@ABC@突破了，加油
交通银行@ABC@2022-01-07@ABC@别涨了，风险太高，跌下来会死人的，快点回调释放风险
交通银行@ABC@2022-01-07@ABC@捅破71，就是新天地
交通银行@ABC@2022-01-07@ABC@咨询下大神：中信证券开户绑定的银行卡换号（不换银行）能在手机上办理吗？
交通银行@ABC@2022-01-07@ABC@美银行股暴力拉高，富国，美银创新高
交通银行@ABC@2022-01-07@ABC@求不要涨了，还等着下跌补仓呢
交通银行@ABC@2022-01-07@ABC@真不容易啊！涨了一分的，让我挣点买菜钱啊！我谢谢你了
交通银行@ABC@2022-01-07@ABC@我是食货，不需要讲道理。
交通银行@ABC@2022-01-07@ABC@年线走平有拐头向上趋势，节前可能完成填权，节后走一波年报行情
交通银行@ABC@2022-01-06@ABC@冲上去真的很难吗？
交通银行@ABC@2022-01-05@ABC@3月后突突突
交通银行@ABC@2022-01-07@ABC@得势狸猫凶似虎
交通银行@ABC@2022-01-07@ABC@交通银行01月06日获沪股通增持194.7万股
交通银行@ABC@2022-01-06@ABC@4.67突破不了？
交通银行@ABC@2022-01-06@ABC@601328:交通银行H股公告
交通银行@ABC@2022-01-06@ABC@兄弟们，手续费万分之3高吗？大家都是多少[微笑]
交通银行@ABC@2021-12-30@ABC@交通银行大宗交易成交1614.35万元
交通银行@ABC@2022-01-06@ABC@今天收盘还是6毛6。白玩一天
交通银行@ABC@2022-01-06@ABC@都说了这货上不了4.7
交通银行@ABC@2022-01-06@ABC@又拱不上去，要退潮了吗？
交通银行@ABC@2022-01-06@ABC@特大喜讯，在未来1年半的时间里可以分红6.5，相当于现在股价不到4块
交通银行@ABC@2022-01-06@ABC@我昨天分批出了
交通银行@ABC@2022-01-05@ABC@银行这种涨势，第二天肯定跌，基本上进入每日涨幅前三的板块，没有几个第二天会不跌的
交通银行@ABC@2022-01-06@ABC@一年半了才6％卖了卖了！！！
交通银行@ABC@2022-01-06@ABC@现在很好机会给你抛，要抛的就抛吧，在梦里4元接回来。
交通银行@ABC@2022-01-05@ABC@交行办事效率太低了
交通银行@ABC@2022-01-06@ABC@美国正式进入加息周期。
交通银行@ABC@2022-01-06@ABC@今年看银行股
交通银行@ABC@2022-01-02@ABC@全面净值化、发力财富管理、密集补血等 12大关键词述说银行业2021
交通银行@ABC@2022-01-06@ABC@还有的上涨？
交通银行@ABC@2022-01-06@ABC@昨天银行股涨的都挺嗨，也不知道为啥
交通银行@ABC@2022-01-06@ABC@开盘前做个预测，也是自己的一个看法。银行，地产，家电板块的持续上涨应该不可持续。
交通银行@ABC@2022-01-06@ABC@交行，加油
交通银行@ABC@2022-01-06@ABC@铁汉宣言：坚持交行，不抛货，不做T，逢低吸货，交行无上限。
交通银行@ABC@2022-01-01@ABC@我同时选了四只股票，最终优中选优，选择了交通银行，结果其他三只股票都涨幅很大，最
交通银行@ABC@2022-01-06@ABC@交通银行01月05日获沪股通增持1640.61万股
交通银行@ABC@2022-01-06@ABC@交通银行：融资净偿还1065.84万元，融资余额24.4亿元（01-05）
交通银行@ABC@2022-01-05@ABC@七灯，还在不？
交通银行@ABC@2022-01-05@ABC@银行里选了这么个废物，我也很无语[摊手]
交通银行@ABC@2022-01-06@ABC@大盘始跌，银行始涨。
交通银行@ABC@2022-01-05@ABC@股友们交行年年分红都在增加，今年分红按业级1.1元以上，应不少余每股0.35元，
交通银行@ABC@2022-01-05@ABC@4.6走了一点。4.66走了一半多，等他回调4.53再买入。反正一直不会突破4.
交通银行@ABC@2022-01-03@ABC@有没有一直持交行十年以上的散户，如果有应该是翻了很多倍的吧？请大家分享一下。谢谢
交通银行@ABC@2022-01-05@ABC@谁分析一下前段时间多次折价大宗交易是啥情况？利好还是利空
交通银行@ABC@2022-01-05@ABC@亏了死抗，赚了一点就跑，今天好多卖的
交通银行@ABC@2022-01-05@ABC@还差三毛四回本～
交通银行@ABC@2022-01-04@ABC@我赚好了我分批清仓
交通银行@ABC@2022-01-05@ABC@我也想在六毛七那卖点，就怕他不能上去
交通银行@ABC@2021-12-29@ABC@大宗交易：交通银行成交1106.6万元，溢价9.59%（12-29）
交通银行@ABC@2021-12-29@ABC@交通银行12月29日大宗交易成交1106.60万元
交通银行@ABC@2022-01-05@ABC@4.67不让我走，就不走
交通银行@ABC@2022-01-05@ABC@长期持有交通银行，至6.5元以上再考虑出手
交通银行@ABC@2022-01-05@ABC@护盘先锋
交通银行@ABC@2022-01-05@ABC@大盘穷跌，银行穷拉
交通银行@ABC@2022-01-05@ABC@交行5元都没过，费什么话？买就是了。
交通银行@ABC@2022-01-05@ABC@日拱一分
交通银行@ABC@2022-01-05@ABC@为什么不回购，
交通银行@ABC@2022-01-04@ABC@连续几天红了，明天怎么也该绿了，不然说不过去了
交通银行@ABC@2022-01-04@ABC@哎！14年3.70元左右满仓的交行持有7年持股成本下降到1.8元左右啦！
交通银行@ABC@2022-01-05@ABC@我先撤离出来；
交通银行@ABC@2022-01-05@ABC@交通银行01月04日获沪股通增持1135.64万股
交通银行@ABC@2022-01-04@ABC@终于又从臀根上来啦，这次搞个一字马如何！
交通银行@ABC@2022-01-05@ABC@交通银行：融资净买入1995.33万元，融资余额24.52亿元（01-04）
交通银行@ABC@2022-01-05@ABC@隔夜美银行股暴涨，富国，美国银行股等创新高
交通银行@ABC@2022-01-04@ABC@呼吁必须提高分红比例，因为多年估计都不涨，股民有权要求提高分红比例
交通银行@ABC@2022-01-04@ABC@中移动千亿回购让所有股票都发抖发慌了
交通银行@ABC@2022-01-04@ABC@每天涨一分，跌一天全跌完的节奏
交通银行@ABC@2021-12-29@ABC@好像要打炮了
交通银行@ABC@2022-01-04@ABC@今天中国银行H股怒涨5分！
交通银行@ABC@2021-12-29@ABC@考虑再三，决定明年分红之前不再加仓交行。6月4日第一次买入十万交行，之后加仓两次
交通银行@ABC@2022-01-04@ABC@终于有盈利了，不容易，虽然只有一分钱
交通银行@ABC@2022-01-03@ABC@铁汉宣言：坚持交行，只买不卖不做T。
交通银行@ABC@2022-01-04@ABC@6连红了，准确的说，扣一天平盘，是7连红，明天绿的概率极大
交通银行@ABC@2022-01-04@ABC@开门绿
交通银行@ABC@2021-12-28@ABC@大宗交易：交通银行成交1528.1万元，折价9.83%（12-28）
交通银行@ABC@2022-01-04@ABC@能不能涨1分钱收盘？
交通银行@ABC@2022-01-04@ABC@3月中旬射射射
交通银行@ABC@2022-01-04@ABC@上方筹码慢慢的不断消化，底部不断抬高。
交通银行@ABC@2021-12-16@ABC@华映科技（000536）在投资者互动平台表示，公司自主研发的IGZO技术的手机显
交通银行@ABC@2022-01-03@ABC@2008年10月交通银行出现过0.98的价格，是怎么回事？
交通银行@ABC@2022-01-04@ABC@不想申购新股了
交通银行@ABC@2022-01-04@ABC@明天为移动保驾护航！
交通银行@ABC@2022-01-04@ABC@美股微涨，但银行股暴拉，富国银行6%
交通银行@ABC@2022-01-03@ABC@逢低吸纳就是做交行的最好方法。
交通银行@ABC@2021-12-31@ABC@年度盘点：交通银行2021年涨10.22%，跑赢大盘
交通银行@ABC@2022-01-03@ABC@六大银行唯一跑输港股的垃圾远离股市
交通银行@ABC@2022-01-03@ABC@冲不上去顶，又是一大波下跌
交通银行@ABC@2022-01-03@ABC@交通银行本周融资净偿还3760.93万元，居银行板块第八
交通银行@ABC@2022-01-03@ABC@这股价越低越买，股息率高得离谱了
交通银行@ABC@2022-01-03@ABC@沪股通连续2周净买入交通银行 累计净买入3162.68万元
交通银行@ABC@2021-12-30@ABC@1年又过去喽，年初买在低点，现在也才赚10个点，
交通银行@ABC@2021-12-31@ABC@相信交通银行股价不久就可追上建设银行了。
交通银行@ABC@2022-01-02@ABC@港股通通到现在我也没有搞清楚，通过港股通买进H股，持股一年以上不动，要不要交什么
交通银行@ABC@2022-01-01@ABC@[献花]元旦快乐[献花]
交通银行@ABC@2021-12-30@ABC@实质上每天两分之间波动，做T的散户高位卖不去，低位买不来，前面抛的后面也买不回来
交通银行@ABC@2021-12-28@ABC@怎么突然冲 467啊
交通银行@ABC@2022-01-01@ABC@上海是中国金触中心，掌握着中国最有钱的一群人（50万以上）的，深只是几万元的散户
交通银行@ABC@2021-12-31@ABC@如交通银行是我21年重新进入股市后买的第一个股票，回头看，如果一直安稳拿着，今年
交通银行@ABC@2021-12-31@ABC@大宗折价交易频发，是不是在掩护主力在这段日线小波浪中逐步撤退？三图中的小红圈内是
交通银行@ABC@2021-12-31@ABC@新年发红包，还不错。昨天以为收盘总收益不到一万，今天能涨几十块钱就过一万，今年结
交通银行@ABC@2022-01-01@ABC@银行行业最新持股市值为1846.79亿元，行业排名第五（12-31)
交通银行@ABC@2021-12-30@ABC@我大胆预测交行将会取代招行，下一个10年属于上海，深圳现在已经是天花板了，走不动
交通银行@ABC@2022-01-01@ABC@交通银行：融资余额24.32亿元，创近一年新低（12-31）
交通银行@ABC@2021-12-31@ABC@哈哈哈哈，又是一分钱
交通银行@ABC@2021-12-31@ABC@我还没买，再跌点吧
交通银行@ABC@2021-12-31@ABC@已经亏了很多了！怎么办啊
交通银行@ABC@2021-12-31@ABC@每天涨一分也不错别跌的时候以毛为单位
交通银行@ABC@2021-12-31@ABC@今年银行股平均下跌4-5个%，交通银行跑赢了银行股指数。我主要持有兴业银行和交通
交通银行@ABC@2021-12-31@ABC@这分时线！牛逼
交通银行@ABC@2021-12-31@ABC@临行密密缝！
交通银行@ABC@2021-12-31@ABC@今天预计4.61收盘
交通银行@ABC@2021-12-31@ABC@稳稳当当，一天涨一分二分就好，涨个不停。就喜欢这种持股的感觉。
交通银行@ABC@2021-12-30@ABC@优化顶层设计推行“双组长”制 交行打造乡村振兴新金融服务体系
交通银行@ABC@2021-12-31@ABC@每天涨一分钱，形势大好
交通银行@ABC@2021-12-31@ABC@无论你怎样玩，我就是不抛货。
交通银行@ABC@2021-12-31@ABC@怎么就是拉不动哪？
交通银行@ABC@2021-12-30@ABC@强烈要求交行提高分红比例
交通银行@ABC@2021-12-31@ABC@今年还亏两千多元，加把劲，让我转个正。
交通银行@ABC@2021-12-31@ABC@深流通市值27万亿，沪54万亿，每天成交深量超沪50%，为吗？
交通银行@ABC@2021-12-31@ABC@铁汉宣言：至二月前坚定持股不抛货，不做T，为交行股价稳步上升实现价值回归的共同目
交通银行@ABC@2021-12-31@ABC@实际股价人民币6毛多的银行股在这
交通银行@ABC@2021-12-31@ABC@今天跨年最后一天，会给大家一个惊喜吧。
交通银行@ABC@2021-12-30@ABC@分红30%太少了，电信明年分60%，后年分70%，如果交行提高分红，股价将大幅提
交通银行@ABC@2021-12-31@ABC@交通银行12月30日被沪股通减持121.66万股
交通银行@ABC@2021-12-31@ABC@交通银行：融资余额24.5亿元，创近一年新低（12-30）
交通银行@ABC@2021-12-31@ABC@交通银行山西省分行精准服务小微企业
交通银行@ABC@2021-12-31@ABC@交通银行到今天还在推广：山姆联名信用卡，这舆情水平真是没谁了
交通银行@ABC@2021-12-30@ABC@最近科创板的不断破发，而创业板很少破发估计是为了割中大户的韭菜，大家注意了。
交通银行@ABC@2021-12-30@ABC@这个价格闭着眼睛买，明年最高价格不会低于5块5
交通银行@ABC@2021-12-28@ABC@主力天天砸盘，不累吗？反正我持股不动，看你表演，你们不发工资吗？不要年终奖吗？流
交通银行@ABC@2021-12-28@ABC@我想了一会，认为机构的动机还是希望小散能接盘。
交通银行@ABC@2021-12-30@ABC@咨询下大佬：同一个身份证在甲、乙两家券商开户，甲乙账户持有相同股票，如果甲账户持
交通银行@ABC@2021-12-30@ABC@这个庄太有耐心，一天一分钱，估计今天4.6收盘
交通银行@ABC@2021-12-30@ABC@银行股，果然是指数的稳定剂，稳定为先，震荡幅度不大，业绩可以！
交通银行@ABC@2021-12-30@ABC@再涨八分钱就清仓
交通银行@ABC@2021-12-30@ABC@还差1分钱回本
交通银行@ABC@2021-12-28@ABC@这种价格为什么我们散户拿不到[滴汗]
交通银行@ABC@2021-12-30@ABC@每天涨一分钱[想一下][想一下]，值得思索[想一下][想一下]
交通银行@ABC@2021-12-30@ABC@又到年线了看看这次有没有意愿站上去
交通银行@ABC@2021-12-24@ABC@交行永远上不了4.7，半年后分红再打下3.2毛，离4.7就更远了！
交通银行@ABC@2021-12-28@ABC@每天15：00准有一笔1.5万左右的卖单，每日如此
交通银行@ABC@2021-12-30@ABC@高分红的质优股是国家实施共同富裕的好标的，股民长线投资实现共同富裕！
交通银行@ABC@2021-12-30@ABC@前天天叫你们买紫光，10点收益到手了！
交通银行@ABC@2021-12-30@ABC@跑赢大盘
交通银行@ABC@2021-12-29@ABC@交通银行第三季度在山西平均每百万个人客户投诉量居国有大型商业银行首位
交通银行@ABC@2021-12-30@ABC@今明天清掉其他股票计划满仓满融交行了
交通银行@ABC@2021-12-30@ABC@努力对比了下，我感觉这股会比建行更早启动，但爆发力还是不如建行，人家盘子小。我拿
交通银行@ABC@2021-12-30@ABC@强烈要求交行按利润60%分红
交通银行@ABC@2021-12-29@ABC@日线macd绿圈中在下面向上拉的，都有右侧下跌段
交通银行@ABC@2021-12-29@ABC@不知道我挂61能不能做T
交通银行@ABC@2021-12-30@ABC@不管你信不信我满仓了
交通银行@ABC@2021-12-30@ABC@最近关注这个银行股的，发现大宗交易蛮有意思的，。第一就是溢价率和折价率均高于5%
交通银行@ABC@2021-12-29@ABC@主力太鬼了
交通银行@ABC@2021-12-30@ABC@最近交行打了鸡血了
交通银行@ABC@2021-12-30@ABC@交通银行12月29日获沪股通增持865.72万股
交通银行@ABC@2021-12-30@ABC@交通银行：融资净偿还776.37万元，融资余额24.7亿元（12-29）
交通银行@ABC@2021-12-29@ABC@铁汉宣言：至二月前坚定持股不抛货，不做T，为交行股价稳步上升的共同目标而努力。
交通银行@ABC@2021-12-28@ABC@中行和交行比较哪个更好？请懂的老师指点
交通银行@ABC@2021-12-20@ABC@交通银行12月20日大宗交易成交1107.00万元
交通银行@ABC@2021-12-29@ABC@净资产是股价2.5倍
交通银行@ABC@2021-12-29@ABC@铁汉宣言：坚定持股最少一个月，不卖，逢低吸纳。
交通银行@ABC@2021-12-29@ABC@连环反转！交行因3.35亿元巨额损失开除某支行行长 法院：撤销开除决定
交通银行@ABC@2021-12-29@ABC@中信688032获利丰盛扣除回扣估计有2—3亿利润，加上交行获得超级利润，中信证
交通银行@ABC@2021-12-29@ABC@水泥基建大市场
交通银行@ABC@2021-12-16@ABC@A股规模最大银行ETF最新资金净流入达9280万元，最新基金规模达96.33亿元
交通银行@ABC@2021-12-29@ABC@看到那些买了交通银行说要坚定持股一个月的人，我只能笑笑不说话。脑子不好别来玩银行
交通银行@ABC@2021-12-29@ABC@利空来了
交通银行@ABC@2021-12-29@ABC@我知道昨天咋回事了！大佬得知明天大盘肯定跪，于是吩咐手下立即买入交银避险，
交通银行@ABC@2021-12-29@ABC@交行今天好样的！
交通银行@ABC@2021-12-29@ABC@这两天交通银行有点反常，港股更厉害，有什么事吗
交通银行@ABC@2021-12-29@ABC@看到8元
交通银行@ABC@2021-12-29@ABC@酒不行了，该银行股了
交通银行@ABC@2021-12-29@ABC@那么坚挺的吗
交通银行@ABC@2021-12-29@ABC@我们小散就是不抛货，要大方的让主力抛，让恶人一路好走。
交通银行@ABC@2021-12-16@ABC@不太理解小散455就出货的行为
交通银行@ABC@2021-12-29@ABC@莫非刚才是打到七寸了？帖子竟然被撤了！换个角度再说一次，听不懂的就自求多福吧。银
交通银行@ABC@2021-12-29@ABC@大盘逆子[捂脸][捂脸]
交通银行@ABC@2021-12-29@ABC@一毛钱不到，天线好高啊！
交通银行@ABC@2021-12-28@ABC@持有交通银行28个月了，成本5.22，满仓满融。经常看股吧很少发言，想问问各位股
交通银行@ABC@2021-12-29@ABC@板块大跌，交行涨，要玩什么
交通银行@ABC@2021-12-26@ABC@我感觉，现在有点像2015年那次大行情的开始，妖股频现，最终以银行证券大蓝筹拉升
交通银行@ABC@2021-12-29@ABC@交通银行12月28日被沪股通减持755.75万股
交通银行@ABC@2021-12-29@ABC@交通银行：融资净买入859.11万元，融资余额24.78亿元（12-28）
交通银行@ABC@2021-12-27@ABC@完了，又拿传销那一套来忽悠老头老太太买银行股当理财吃红利了，吃红利去买稳健型4.
交通银行@ABC@2021-12-27@ABC@还国际金触中心呢，国内都不保了，深成交易量多年超沪了
交通银行@ABC@2021-12-28@ABC@一拉，做差价的就砸下来，永远涨不上去，4.7就像宇宙那么遥远[大笑]
交通银行@ABC@2021-12-28@ABC@买着不动，管他涨与跌。
交通银行@ABC@2021-12-28@ABC@早上涨这么多居然没看到
交通银行@ABC@2021-12-27@ABC@60分钟级别选择关头到了，是三角形筑底浪开启右侧下跌还是jixu斜坡向上，今天就
交通银行@ABC@2021-12-27@ABC@大宗交易：交通银行成交2695万元，溢价9.41%（12-27）
交通银行@ABC@2021-12-26@ABC@估值整个银行板块倒数第二，这是可以抄底了吗？[滴汗]
交通银行@ABC@2021-12-28@ABC@反正买这个就当存款，每年6%的利息比存银行好，万一哪根筋抽了涨一波再卖了
交通银行@ABC@2021-12-28@ABC@今天是什么造型？
交通银行@ABC@2021-12-28@ABC@国有资产该升值了，主力不要总想吃独食，现在要共同致富。你以为我会傻傻的卖给你们？
交通银行@ABC@2021-12-28@ABC@一季度马上就出来，主力没法做空了。国家队的，花点小钱就能让国有资产升值，利国
交通银行@ABC@2021-12-28@ABC@好一根天线
交通银行@ABC@2021-12-28@ABC@交通银行都是爷爷奶奶买的票吗，散户看价值根本没用，题材才是王道，题材才能赚钱，快出来吧
交通银行@ABC@2021-12-28@ABC@交通银行合理价格9元，可看多到13元。现在超级便宜
交通银行@ABC@2021-12-28@ABC@可能是大宗交易，长线投资者，我想请问下银行股可不可取，我身边的都不看好[捂脸]
交通银行@ABC@2021-12-28@ABC@仙人指路吗
交通银行@ABC@2021-12-28@ABC@交行的抛盘明显减轻，坚定持股已初步得到较多人的认同。现在就是和主力比耐力。
交通银行@ABC@2021-12-27@ABC@倡议书：交行已足够低价，4.55以下坚决不抛，让机构自己抛，机构失去的筹码难以低
交通银行@ABC@2021-12-28@ABC@相信自己，干！过些日子再回来，还那样[捂脸]
交通银行@ABC@2021-12-27@ABC@买这个吃分红靠谱吗，各位大佬
交通银行@ABC@2021-12-28@ABC@低开低走下午交通银行暴跌补决口。
交通银行@ABC@2021-12-28@ABC@持续加仓中
交通银行@ABC@2021-12-28@ABC@两个月内搞两次事儿了，估计有机构想动交行了
交通银行@ABC@2021-12-28@ABC@怎么看不到资金流出还是流入了，买卖汇总不见了。
交通银行@ABC@2021-12-28@ABC@铁汉倡议：一起坚持一个月内（一月底前）持股不抛。耐得住就是希望所在。
交通银行@ABC@2021-12-28@ABC@交行也需要偷个袭？？？
交通银行@ABC@2021-12-28@ABC@仙人指路！上涨之星！
交通银行@ABC@2021-12-28@ABC@已关注，今日观望中
交通银行@ABC@2021-12-28@ABC@是不是早上挂单多加了一毛？
交通银行@ABC@2021-12-28@ABC@谁说银行大盘股不好拉，只是不想而已，真要是想拉也是分分钟就上去了
交通银行@ABC@2021-12-28@ABC@晕死，卖飞半仓[哭]
交通银行@ABC@2021-12-28@ABC@这是拉高出货了嘛？大银行也可以这么搞？
交通银行@ABC@2021-12-28@ABC@乌龙指
交通银行@ABC@2021-12-28@ABC@请关注溢价10%大额交易
交通银行@ABC@2021-12-28@ABC@美滋滋上周4.55吃了5000手没想到幸福来得这么快
交通银行@ABC@2021-12-27@ABC@板块大跌，交行很坚挺啊，不像是诱惑人来接盘
交通银行@ABC@2021-12-28@ABC@交通银行：融资余额24.69亿元，创近一年新低（12-27）
交通银行@ABC@2021-12-27@ABC@上市就买，一直吃分红，请问到现在能回本了吗？上市7.9元。是不是看不复权？
交通银行@ABC@2021-12-27@ABC@交行不强势，是散户都不愿意低抛了！
交通银行@ABC@2021-12-27@ABC@稳健中枢，靠分红了！业绩可以的，但是也不增长了，稳健！
交通银行@ABC@2021-12-27@ABC@这货今天可以！硬到底了
交通银行@ABC@2021-12-27@ABC@为什么不在可转债市场融资
交通银行@ABC@2021-12-27@ABC@交通银行：融资余额24.7亿元，创近一年新低（12-24）
交通银行@ABC@2021-12-26@ABC@以交通银行为例，如果定投银行股，哪位大神计算一下多少年可以资金翻倍？银行股作为长
交通银行@ABC@2021-12-26@ABC@明天买买买
