中信银行@ABC@2022-03-11@ABC@中信银行精准帮扶力度大
中信银行@ABC@2022-03-02@ABC@中信银行03月01日被沪股通减持167.6万股
中信银行@ABC@2022-03-02@ABC@中信银行：融资净偿还224.15万元，融资余额5.68亿元（03-01）
中信银行@ABC@2022-03-01@ABC@骗人民钱的银行，涨不了
中信银行@ABC@2022-03-01@ABC@做套路贷的银行，可耻
中信银行@ABC@2022-03-01@ABC@中信银行02月28日获沪股通增持87.2万股
中信银行@ABC@2022-03-01@ABC@中信银行：连续7日融资净买入累计1387.32万元（02-28）
中信银行@ABC@2022-02-28@ABC@强盗行为！！！
中信银行@ABC@2022-02-10@ABC@做套路贷的银行，骗人民钱的垃圾
中信银行@ABC@2022-02-26@ABC@中信银行02月25日被沪股通减持259.39万股
中信银行@ABC@2022-02-26@ABC@中信银行：连续6日融资净买入累计956.65万元（02-25）
中信银行@ABC@2022-02-25@ABC@中信银行：将于3月4日支付“中信转债”利息
中信银行@ABC@2022-02-25@ABC@601998:中信银行股份有限公司关于“中信转债”2022年付息事宜的公告
中信银行@ABC@2022-02-19@ABC@中信银行02月18日获沪股通增持437.96万股
中信银行@ABC@2022-02-23@ABC@典型的垃圾，一点脸都不要的垃圾！
中信银行@ABC@2022-02-25@ABC@$中信银行(SH601998)$垃圾股银行，天天跌！
中信银行@ABC@2022-02-25@ABC@僵尸还要跌，露原形
中信银行@ABC@2022-02-25@ABC@做违法事情的垃圾银行
中信银行@ABC@2022-02-25@ABC@大银行的典范
中信银行@ABC@2022-02-25@ABC@中信银行02月24日获沪股通增持27.43万股
中信银行@ABC@2022-02-25@ABC@中信银行：连续5日融资净买入累计879.71万元（02-24）
中信银行@ABC@2022-02-24@ABC@明天能不能拉银行保险护盘一下
中信银行@ABC@2022-02-24@ABC@恐慌潮一发不可收拾   暴雷不断   拭目以待
中信银行@ABC@2022-02-24@ABC@急跌捡回来
中信银行@ABC@2022-02-24@ABC@$中信银行(SH601998)$为什么专门有保险与你们合作扣客户信用卡的客户自己
中信银行@ABC@2022-02-24@ABC@忠告有该行信用卡的朋友查一下短信或对账单是否有不知名的保险公司扣你信用卡的钱。
中信银行@ABC@2022-02-24@ABC@$中信银行(SH601998)$专门与不知名的保险公司合作办了信用卡一年己有二次
中信银行@ABC@2022-02-24@ABC@$中信银行(SH601998)$勇敢者游戏，冲啊！跌了不买，涨高了再买么？
中信银行@ABC@2022-02-24@ABC@短线超跌
中信银行@ABC@2022-02-24@ABC@僵尸归位
中信银行@ABC@2022-02-24@ABC@老老实实耐心等待分红。
中信银行@ABC@2022-02-24@ABC@中信银行02月23日被沪股通减持238.37万股
中信银行@ABC@2022-02-24@ABC@中信银行：连续4日融资净买入累计875.28万元（02-23）
中信银行@ABC@2022-02-24@ABC@$中信银行(SH601998)$今天银行要上班了，指数靠你们了！[微笑]
中信银行@ABC@2022-02-08@ABC@放了一年，亏了五百多，撤了走人，再也不买中信了
中信银行@ABC@2022-02-23@ABC@中信银行雷太多，还要跌，谁沾上谁倒霉
中信银行@ABC@2022-02-23@ABC@投资价值股
中信银行@ABC@2022-02-23@ABC@银行总资产收益率((%)太低了！只有煤业的十份一左右！且每股背负债务两百多元！惨
中信银行@ABC@2022-02-22@ABC@非法收受财物9.795亿余元 中信银行原党委副书记、行长孙德顺受贿案一审开庭
中信银行@ABC@2022-02-23@ABC@做假的银行，利好也是假的
中信银行@ABC@2022-02-23@ABC@止盈离场，换赛道
中信银行@ABC@2022-02-23@ABC@$中信银行(SH601998)$看宁波建工，002989关注中天精装破发股，严重
中信银行@ABC@2022-02-23@ABC@中信银行02月22日被沪股通减持70.71万股
中信银行@ABC@2022-02-23@ABC@中信银行：连续3日融资净买入累计413.39万元（02-22）
中信银行@ABC@2022-02-22@ABC@$中信银行(SH601998)$必须跌，哪有脸上涨啊
中信银行@ABC@2022-02-22@ABC@中信银行：融资净买入51.85万元，融资余额5.58亿元（02-21）
中信银行@ABC@2022-02-21@ABC@有缘！605298！
中信银行@ABC@2022-02-21@ABC@做套路贷的银行，涨不了
中信银行@ABC@2022-02-21@ABC@$中信银行(SH601998)$$中信证券(SH600030)$$东方财富(SZ
中信银行@ABC@2022-02-21@ABC@$中信银行(SH601998)$远信工业
中信银行@ABC@2022-02-20@ABC@中信银行本周融资净买入1181.47万元，居银行板块第十四
中信银行@ABC@2022-02-19@ABC@随时封板涨停！头肩低即将突破上攻！
中信银行@ABC@2022-02-20@ABC@中信银行：本周沪股通持股量环比增加3%，周内增仓幅度居银行板块第六
中信银行@ABC@2022-02-18@ABC@赚黑心钱的银行，还要大跌。
中信银行@ABC@2022-02-19@ABC@银行行业获沪深股通净买入12.16亿元，行业排名第一（2-18)
中信银行@ABC@2022-02-19@ABC@中信银行：融资净买入157.14万元，融资余额5.58亿元（02-18）
中信银行@ABC@2022-02-18@ABC@$中信银行(SH601998)$祝大家抄底大吉
中信银行@ABC@2022-02-18@ABC@$中信银行(SH601998)$板块倒数，怎么回事
中信银行@ABC@2022-02-18@ABC@杀猪盘
中信银行@ABC@2022-02-18@ABC@4.88见顶撤了……
中信银行@ABC@2022-02-10@ABC@其实，现在银行股上行不是护盘。它们已经趴了两年，站起来很正常。
中信银行@ABC@2022-02-18@ABC@中信银行：融资净偿还55.39万元，融资余额5.56亿元（02-17）
中信银行@ABC@2022-02-09@ABC@美联储加息在即，市场或迎大波动！不要慌，拿好这些高息股（附港美股名单）
中信银行@ABC@2022-02-17@ABC@中信银行上海分行以数字普惠助力筑牢医疗保障防线
中信银行@ABC@2022-02-17@ABC@$中信银行(SH601998)$前几天那个叫林杰的让买这个、好在没买、现在都不敢
中信银行@ABC@2022-02-17@ABC@中信银行，赶紧跌停吧！
中信银行@ABC@2022-02-17@ABC@中信银行02月16日被沪股通减持23.8万股
中信银行@ABC@2022-02-17@ABC@中信银行：融资净买入1214.79万元，融资余额5.57亿元（02-16）
中信银行@ABC@2022-02-16@ABC@4.7以下逐步建仓
中信银行@ABC@2022-02-16@ABC@$中信银行(SH601998)$今日是原地踏步织布机的一天
中信银行@ABC@2022-02-16@ABC@中信银行02月15日获沪股通增持26.34万股
中信银行@ABC@2022-02-16@ABC@中信银行：融资净偿还151.79万元，融资余额5.45亿元（02-15）
中信银行@ABC@2022-02-15@ABC@做套路贷的银行，又跌了
中信银行@ABC@2022-02-09@ABC@中信银行02月08日获沪股通增持477.57万股
中信银行@ABC@2022-02-15@ABC@最少也要进4.6元
中信银行@ABC@2022-02-15@ABC@$中信银行(SH601998)$银行不涨，大盘危！
中信银行@ABC@2022-02-15@ABC@中信银行02月14日被沪股通减持84.36万股
中信银行@ABC@2022-02-15@ABC@中信银行：融资净买入16.72万元，融资余额5.46亿元（02-14）
中信银行@ABC@2022-02-14@ABC@技术线下跌，赶快跑，不然来不及了
中信银行@ABC@2022-02-14@ABC@$中信银行(SH601998)$现在的股息率还有6%么？
中信银行@ABC@2022-02-13@ABC@如果说银行股上半年有所表现，我想最具爆发的潜力股非他莫属。仅供参考！
中信银行@ABC@2022-02-14@ABC@赚黑心钱的银行，不能碰
中信银行@ABC@2022-02-14@ABC@银行业净利润2.2万亿元，同比增长12.6%！
中信银行@ABC@2022-02-13@ABC@中信银行能爬得更高吗？
中信银行@ABC@2022-02-13@ABC@中信银行本周融资净偿还349.99万元，居银行板块第十八
中信银行@ABC@2022-02-13@ABC@沪股通连续7周净买入中信银行 累计净买入2.18亿元
中信银行@ABC@2022-02-12@ABC@中信银行02月11日获沪股通增持169.75万股
中信银行@ABC@2022-02-12@ABC@中信银行：融资净偿还247.74万元，融资余额5.46亿元（02-11）
中信银行@ABC@2022-02-11@ABC@这公司雷太多，不能碰
中信银行@ABC@2022-02-10@ABC@中信银行：坚决拥护中央纪委对孙德顺的处理决定
中信银行@ABC@2022-02-11@ABC@中信银行02月10日获沪股通增持150.37万股
中信银行@ABC@2022-02-11@ABC@中信银行：融资净买入735.08万元，融资余额5.48亿元（02-10）
中信银行@ABC@2022-02-10@ABC@（2-10）中信银行连续三日收于年线之上，为近一年首次
中信银行@ABC@2022-02-10@ABC@中信银行：融资净偿还310.64万元，融资余额5.41亿元（02-09）
中信银行@ABC@2022-02-08@ABC@我今天来了2千6百多看来中信已经启动了
中信银行@ABC@2022-02-09@ABC@垃圾银行，不能碰
中信银行@ABC@2022-02-07@ABC@做假账的银行，垃圾
中信银行@ABC@2022-02-09@ABC@$中信银行(SH601998)$短线已经差不多了，希望今天不会卖飞
中信银行@ABC@2022-02-08@ABC@啥时中信银行跌到了4.38这个价位，就买二手。
中信银行@ABC@2022-02-08@ABC@中信银行烂股，千万别碰
中信银行@ABC@2022-02-08@ABC@明天，清仓。[毛估估][毛估估][毛估估][毛估估][毛估估]
中信银行@ABC@2022-02-08@ABC@盘久必跌很快就要现原形。
中信银行@ABC@2022-02-07@ABC@短线成功，走人
中信银行@ABC@2022-02-07@ABC@今天还像回事！愿天天向上，一步一个台阶！
中信银行@ABC@2022-02-07@ABC@这么多的水军啊
中信银行@ABC@2022-02-07@ABC@19家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-02-07@ABC@创业板重点关注300286
中信银行@ABC@2022-01-28@ABC@A股，要挺起自己的脊梁，别成为笑柄
中信银行@ABC@2022-01-19@ABC@银行股尾盘拉升，宁波银行涨近7%！银行ETF（512800）涨近2%
中信银行@ABC@2022-02-03@ABC@$中信银行(SH601998)$刷抖音刷到690万变成590元，没有调查结果了？
中信银行@ABC@2022-02-04@ABC@问中信银行 理财能买吗
中信银行@ABC@2022-02-09@ABC@中信银行：融资净买入167.27万元，融资余额5.44亿元（02-08）
中信银行@ABC@2022-02-08@ABC@601998:H股公告-截至二零二二年一月三十一日止月份之股份发行人的证券变动月报表
中信银行@ABC@2022-02-08@ABC@中信银行02月07日获沪股通增持49.33万股
中信银行@ABC@2022-02-08@ABC@中信银行：融资净偿还693.95万元，融资余额5.43亿元（02-07）
中信银行@ABC@2021-07-14@ABC@中信银行是银行板块袖珍股大机构持有约326亿股，A流通340亿股，扣除融资持有1
中信银行@ABC@2022-02-04@ABC@中信银行理财产品会跌吗
中信银行@ABC@2022-02-02@ABC@做套路贷的银行，不能买
中信银行@ABC@2022-01-29@ABC@中信银行01月28日被沪股通减持92.68万股
中信银行@ABC@2022-01-29@ABC@中信银行：融资净买入822.45万元，融资余额5.49亿元（01-28）
中信银行@ABC@2022-01-28@ABC@做假帐的银行，涨不了
中信银行@ABC@2022-01-28@ABC@18家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-01-28@ABC@这比跌起来没头
中信银行@ABC@2022-01-28@ABC@银行行业最新持股市值为2114.01亿元，行业排名第四（1-27)
中信银行@ABC@2022-01-28@ABC@中信银行01月27日获沪股通增持175.55万股
中信银行@ABC@2022-01-28@ABC@中信银行：融资净偿还47.51万元，融资余额5.41亿元（01-27）
中信银行@ABC@2022-01-27@ABC@$中信银行(SH601998)$h股又涨了
中信银行@ABC@2022-01-27@ABC@元宇宙新龙头即将启动，智能机器-人AR.VR领域的王者抓紧上车
中信银行@ABC@2022-01-26@ABC@$中信银行(SH601998)$下午涨停
中信银行@ABC@2022-01-27@ABC@中信银行01月26日获沪股通增持166.5万股
中信银行@ABC@2022-01-27@ABC@中信银行：连续4日融资净买入累计1861.6万元（01-26）
中信银行@ABC@2022-01-26@ABC@做套路贷的银行涨不了，又开始跌了
中信银行@ABC@2022-01-26@ABC@哎呦不错，开盘就涨
中信银行@ABC@2022-01-26@ABC@中信银行01月25日获沪股通增持35.66万股
中信银行@ABC@2022-01-26@ABC@中信银行：连续3日融资净买入累计1589.59万元（01-25）
中信银行@ABC@2021-09-27@ABC@中信银行退市，对股民对基层员工都是解脱
中信银行@ABC@2022-01-25@ABC@快走吧看4.5能不能支撑了。如果大盘形式不好，再下个平台那就彻底套住了。
中信银行@ABC@2022-01-25@ABC@做套路贷的垃圾银行，可耻。
中信银行@ABC@2022-01-25@ABC@本来银行板块好好的涨了点就出来唱多。现在大跌真的日了
中信银行@ABC@2022-01-25@ABC@中信银行01月24日被沪股通减持135.46万股
中信银行@ABC@2022-01-25@ABC@中信银行：融资净买入658.78万元，融资余额5.38亿元（01-24）
中信银行@ABC@2022-01-24@ABC@这公司雷太多，谁买谁遭殃
中信银行@ABC@2022-01-24@ABC@【基金持仓】基金四季度合计持有中信银行4442.13万元 环比减少551.98万元
中信银行@ABC@2022-01-24@ABC@等待破4.7才有利可图！
中信银行@ABC@2022-01-24@ABC@中信已接回，再涨再卖，卖飞算了
中信银行@ABC@2022-01-24@ABC@$中信银行(SH601998)$趁回调买一点。业绩增长，没有雷，安心放过年
中信银行@ABC@2022-01-24@ABC@做套路贷的银行开始跌了
中信银行@ABC@2022-01-24@ABC@买
中信银行@ABC@2022-01-24@ABC@兰州银行领跌
中信银行@ABC@2022-01-23@ABC@没钱做假账骗股民钱的假银行
中信银行@ABC@2022-01-23@ABC@近八成净利增逾20%   16家A股银行传“捷报”  回暖势头能否持续?
中信银行@ABC@2022-01-23@ABC@中信银行连续2周融资净偿还合计818.05万元
中信银行@ABC@2022-01-23@ABC@中信银行：本周沪股通持股量环比增加8%，周内增仓幅度居银行板块第九
中信银行@ABC@2022-01-23@ABC@股吧的人气越来越旺了，来的都是韭菜吗？我不知道，好像主力的洗盘成本又提高了，还是
中信银行@ABC@2021-11-25@ABC@中信银行是中国500强最赚钱的18家公司之一
中信银行@ABC@2021-11-30@ABC@4.5元的中信银行9月末每股净资产10.13元-是可买的没有泡沫的压缩饼干-http://guba.eastmoney.com/news-601998-1113138265.html
中信银行@ABC@2022-01-23@ABC@信用卡最无用了，早晚会退出历史舞台。
中信银行@ABC@2022-01-23@ABC@$中信银行(SH601998)$最有价值是银行，五折就可以买到。最大题材是券商，
中信银行@ABC@2022-01-22@ABC@今天终于把中信信用卡注销了，简直太开心[大笑]
中信银行@ABC@2022-01-22@ABC@总是觉得这个股好，那个票也不错。不多的资金，整了一个队的持仓。现在虽然不亏，但也
中信银行@ABC@2022-01-22@ABC@中信银行外资持有流通股接近10%。这个是一个什么情况呀。
中信银行@ABC@2022-01-20@ABC@中信卖了两千股，接回一千，T飞一千。打算剩下的留着吧！看着象要跌了，4.78马上
中信银行@ABC@2022-01-22@ABC@中信银行01月21日获沪股通增持62.17万股
中信银行@ABC@2022-01-22@ABC@中信银行：融资净买入871万元，融资余额5.32亿元（01-21）
中信银行@ABC@2022-01-21@ABC@$中信银行(SH601998)$银行股的特点，每逢周五必大跌。周周如此，下周初买
中信银行@ABC@2022-01-20@ABC@明天银行大概率回调
中信银行@ABC@2022-01-21@ABC@$中信银行(SH601998)$五折购买银行的资产，每年给不低于五个点的股息。
中信银行@ABC@2022-01-19@ABC@今天涨停
中信银行@ABC@2022-01-20@ABC@玩的就是心跳   尾盘杀不香吗    高抛低吸  天天喝酒吃肉   乐此不疲
中信银行@ABC@2022-01-20@ABC@就这？
中信银行@ABC@2022-01-20@ABC@$中信银行(SH601998)$垃圾公司不要买，15年了还是原地踏步，股市定律:
中信银行@ABC@2022-01-20@ABC@中信是支什么股？
中信银行@ABC@2022-01-20@ABC@涨停有没有
中信银行@ABC@2022-01-20@ABC@14家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-01-20@ABC@002298中电兴发国产软件，国家安防，区块链，数字经济，数字货币一百多家机构调
中信银行@ABC@2022-01-20@ABC@$中信银行(SH601998)$恭喜中信被踢出LPR指标银行
中信银行@ABC@2022-01-19@ABC@快快快换进01668。
中信银行@ABC@2022-01-19@ABC@止盈，卖卖股票，空仓过年，属龙的虎年大吉。
中信银行@ABC@2022-01-19@ABC@$中信银行(SH601998)$垃圾公司15年了股价还在4.7元左右，远离中信系
中信银行@ABC@2022-01-19@ABC@银行行业获沪深股通净买入16.25亿元，行业排名第一（1-18)
中信银行@ABC@2021-12-04@ABC@为中信银行的股友提示。
中信银行@ABC@2022-01-20@ABC@沪股通持有中信银行的股票1.2亿股，两个月增加百分之五十。
中信银行@ABC@2022-01-21@ABC@中信银行01月20日获沪股通增持400.92万股
中信银行@ABC@2022-01-21@ABC@做套路贷的银行，股价涨不了。
中信银行@ABC@2022-01-21@ABC@中信银行：连续3日融资净偿还累计1668.82万元（01-20）
中信银行@ABC@2022-01-20@ABC@601998:中信银行股份有限公司董事会会议决议公告
中信银行@ABC@2022-01-20@ABC@601998:中信银行股份有限公司2022年第一次临时股东大会决议公告
中信银行@ABC@2022-01-20@ABC@601998:北京天达共和律师事务所关于中信银行股份有限公司2022年第一次临时股东大会的法律意见书
中信银行@ABC@2022-01-20@ABC@做套路贷的银行，耻辱
中信银行@ABC@2022-01-20@ABC@中信银行01月19日获沪股通增持201.24万股
中信银行@ABC@2022-01-20@ABC@中信银行：融资净偿还790.95万元，融资余额5.28亿元（01-19）
中信银行@ABC@2022-01-19@ABC@中信银行原行长：受贿不收现金 太低端！设3层影子公司 敛财细节曝出
中信银行@ABC@2022-01-13@ABC@中信银行01月12日获沪股通增持196.72万股
中信银行@ABC@2022-01-19@ABC@做假帐的银行，人人诛之
中信银行@ABC@2022-01-14@ABC@5家银行去年业绩快报“暖风劲吹”4家净利同比增逾20%
中信银行@ABC@2022-01-19@ABC@这公司雷太多未公布，不能靠近
中信银行@ABC@2022-01-19@ABC@中信银行01月18日获沪股通增持410.13万股
中信银行@ABC@2022-01-19@ABC@中信银行：融资净偿还425.49万元，融资余额5.36亿元（01-18）
中信银行@ABC@2022-01-18@ABC@深绑房地产，后患无穷
中信银行@ABC@2022-01-18@ABC@逄高减磅
中信银行@ABC@2022-01-18@ABC@庄家暂时拉升，在忽悠，别上当
中信银行@ABC@2022-01-18@ABC@买10倍牛股华南城01668
中信银行@ABC@2022-01-18@ABC@11家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-01-17@ABC@中信银行上市15年了，复权下来最高9元多，等于如果有人投资中信银行15年基本是不
中信银行@ABC@2022-01-18@ABC@中信银行01月17日被沪股通减持102.1万股
中信银行@ABC@2022-01-18@ABC@中信银行：融资净买入511.92万元，融资余额5.4亿元（01-17）
中信银行@ABC@2022-01-18@ABC@//@益丰卖药人 :说得有道理，再加一条是谁买了银信债，现债转股不赚钱谁又会这么
中信银行@ABC@2022-01-17@ABC@回调下跌中，别动，让主力自己表演
中信银行@ABC@2022-01-14@ABC@终生不信银行
中信银行@ABC@2022-01-17@ABC@多亏你的业绩快报报的早，其他都20-30%，你13%，要是晚点报，算利空了。
中信银行@ABC@2022-01-17@ABC@10家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-01-16@ABC@我的乖乖，除中信外，其他银行都预增20%以上！中信，你不觉得很惭愧吗？
中信银行@ABC@2022-01-16@ABC@节前没戏了，止盈
中信银行@ABC@2022-01-15@ABC@银行行业获沪深股通净卖出5.57亿元，行业排名第二（1-14)
中信银行@ABC@2022-01-16@ABC@中信银行本周融资净偿还532.15万元，居银行板块第十八
中信银行@ABC@2022-01-16@ABC@中信银行：本周沪股通持股量环比增加12%，周内增仓幅度居银行板块第五
中信银行@ABC@2022-01-16@ABC@银行股密集发布2021年业绩报表究竟为什么。我持有银行股多年了。
中信银行@ABC@2022-01-16@ABC@昨天市场仍然下跌比较惨，但银行板块又涨了！年后六个交易日，银行板块5天是上涨的，
中信银行@ABC@2022-01-14@ABC@7家银行行业公司发布2021年度业绩快报
中信银行@ABC@2022-01-15@ABC@反弹结束，继续回调。这货至少会去碰4.55元那个底部。
中信银行@ABC@2022-01-15@ABC@它与大空头中信其货一个跌。下周期指算帐。
中信银行@ABC@2022-01-15@ABC@中信银行01月14日获沪股通增持172.62万股
中信银行@ABC@2022-01-15@ABC@中信银行：连续3日融资净偿还累计1172.48万元（01-14）
中信银行@ABC@2022-01-14@ABC@日技术线下跌，赶快跑，不然又亏钱了
